workload,db,strategy,arm,n,ra_kb,fq_median,fq_p95,fq_min,fq_stdev,delivery_pct_median,preproc_us_median,open_us_median,deliver_us_median,parse_us_median,ranges_median,e2e_median,e2e_warm_median,cold_pct_max
A,orig,2f_top500,async_win,10,128,183.83,216.50,183.41,15.88,100.0,986.10,194.44,707.43,91.08,481.00,1174.26,892.04,0.0
A,orig,2f_top500,pread,5,128,181.59,182.88,181.20,0.70,100.0,20935.40,195.14,20740.23,,,21116.60,20921.43,0.0
A,orig,baseline,baseline,10,128,497.77,504.42,446.52,16.07,0.0,0.00,0.00,0.00,,,497.77,497.77,0.0
A,orig,layers_5,async,10,128,383.56,409.16,357.38,16.10,100.0,265.23,194.81,70.47,,,649.37,453.87,0.0
A,orig,layers_5,async_bulk,5,128,397.41,410.97,387.45,9.66,100.0,263.56,194.04,7.96,61.97,2.00,658.69,406.07,0.0
A,orig,layers_5,async_win,10,128,375.97,404.14,355.13,19.81,100.0,261.25,192.25,7.72,61.89,2.00,639.65,384.23,0.0
A,orig,layers_5,pread,5,128,178.78,184.46,177.81,3.03,100.0,633.74,194.74,439.35,,,814.66,618.15,0.0
A,orig,layers_92,async,10,128,385.69,412.24,359.69,23.71,100.0,385.48,194.38,192.88,,,769.15,574.89,0.0
A,orig,layers_92,async_bulk,5,128,360.61,392.18,358.03,15.78,100.0,369.09,193.31,110.63,65.75,87.00,731.66,473.35,0.0
A,orig,layers_92,async_win,10,128,363.12,427.45,357.53,29.01,100.0,371.74,195.44,111.04,66.20,87.00,738.05,475.97,0.0
A,orig,layers_92,pread,5,128,176.70,182.59,175.86,2.87,100.0,8235.34,194.95,8040.17,,,8417.47,8221.79,0.0
A,orig,leaf_freq_K10,async,10,128,487.01,492.01,483.66,2.66,100.0,304.94,228.97,75.59,,,791.52,562.34,0.0
A,orig,leaf_freq_K10,async_bulk,5,128,487.91,488.89,484.75,1.51,100.0,305.25,229.46,14.70,61.23,10.00,793.69,502.55,0.0
A,orig,leaf_freq_K10,async_win,10,128,489.60,545.54,486.93,29.45,100.0,307.12,230.77,14.47,61.34,10.00,797.19,504.63,0.0
A,orig,leaf_freq_K10,pread,5,128,491.24,492.40,483.08,3.55,100.0,1152.52,228.73,924.75,,,1640.66,1411.93,0.0
A,orig,leaf_rand_K10,async,10,128,487.50,496.61,482.62,5.04,100.0,305.87,230.37,75.38,,,794.02,563.96,0.0
A,orig,leaf_rand_K10,async_bulk,5,128,484.89,489.46,420.49,26.25,100.0,308.52,229.81,15.36,61.59,10.00,790.97,499.35,0.0
A,orig,leaf_rand_K10,async_win,10,128,488.35,491.52,485.43,1.98,100.0,306.37,229.25,15.30,61.66,10.00,795.31,503.44,0.0
A,orig,leaf_rand_K10,pread,5,128,485.96,494.06,483.37,4.23,100.0,1093.37,228.70,864.67,,,1576.74,1348.04,0.0
A,orig,learned_markov_14,async,10,128,359.94,401.39,330.62,24.11,100.0,310.57,229.86,80.52,,,672.02,441.21,0.0
A,orig,learned_markov_14,async_bulk,5,128,360.04,397.77,333.32,23.83,100.0,311.87,229.72,19.75,61.52,13.00,671.91,380.71,0.0
A,orig,learned_markov_14,async_win,10,128,359.79,404.01,324.39,27.47,100.0,310.61,229.22,19.48,61.66,13.00,670.60,378.77,0.0
A,orig,learned_markov_14,pread,5,128,366.82,373.13,328.99,15.96,100.0,1478.39,229.20,1248.51,,,1820.90,1592.61,0.0
A,orig,learned_markov_28,async,10,128,361.21,404.45,356.25,18.05,100.0,327.01,229.61,97.22,,,688.21,458.45,0.0
A,orig,learned_markov_28,async_bulk,5,128,361.18,399.75,359.06,19.55,100.0,327.52,230.76,34.22,62.47,26.00,689.41,396.11,0.0
A,orig,learned_markov_28,async_win,10,128,362.54,407.25,356.04,21.21,100.0,327.09,230.60,35.09,62.22,26.00,690.68,397.74,0.0
A,orig,learned_markov_28,pread,5,128,358.23,393.06,354.10,18.21,100.0,2767.95,228.73,2538.93,,,3122.84,2893.82,0.0
B,orig,2d,async,10,128,410.71,421.27,406.87,5.31,100.0,316.34,230.40,85.56,,,725.85,497.10,0.0
B,orig,2d,async_bulk,5,128,401.67,414.87,397.57,7.00,100.0,313.66,229.23,22.66,61.65,13.00,717.28,424.84,0.0
B,orig,2d,async_win,10,128,413.40,419.93,409.82,3.59,100.0,316.20,230.79,22.63,62.44,13.00,727.98,435.34,0.0
B,orig,2d,pread,5,128,407.83,414.33,403.91,4.06,100.0,1960.09,230.08,1731.37,,,2370.29,2142.12,0.0
B,orig,2e_K10,async,10,128,412.78,439.73,397.99,13.08,100.0,326.88,228.56,97.90,,,740.54,512.68,0.0
B,orig,2e_K10,async_bulk,5,128,405.54,411.59,399.66,4.82,100.0,326.01,229.34,33.90,62.44,23.00,731.73,439.44,0.0
B,orig,2e_K10,async_win,10,128,406.31,430.49,395.62,12.62,100.0,325.43,229.16,34.09,62.45,23.00,733.01,441.08,0.0
B,orig,2e_K10,pread,5,128,413.30,419.21,404.18,6.11,100.0,2852.45,230.71,2624.55,,,3262.32,3031.61,0.0
B,orig,2e_K500,async,10,128,454.48,458.94,399.99,16.69,100.0,1088.05,229.49,857.52,,,1543.02,1312.26,0.0
B,orig,2e_K500,async_bulk,5,128,453.45,458.20,451.93,2.60,100.0,1002.80,228.10,683.85,90.48,460.00,1455.87,1136.92,0.0
B,orig,2e_K500,async_win,10,128,454.98,519.98,449.90,35.43,100.0,1014.04,229.87,693.96,90.63,460.00,1469.30,1147.92,0.0
B,orig,2e_K500,pread,5,128,451.61,457.46,407.85,22.50,100.0,19046.74,230.30,18818.86,,,19456.45,19228.57,0.0
B,orig,2f_slru,async,10,128,97.44,99.94,95.87,1.36,100.0,7323.69,196.50,7127.02,,,7422.47,7225.81,0.0
B,orig,2f_slru,async_bulk,5,128,630.42,668.26,613.86,21.99,1.4,679.55,198.81,79.99,400.74,2.00,1310.26,710.70,0.0
B,orig,2f_slru,async_win,10,128,97.85,99.17,92.48,1.94,85.1,2557.55,195.62,1947.18,398.11,139.00,2654.21,2043.84,0.0
B,orig,2f_slru,pread,5,128,96.80,101.13,91.55,3.42,100.0,18567.48,195.73,18369.11,,,18663.59,18465.22,0.0
B,orig,2f_top100,async,10,128,410.69,430.07,398.51,11.66,100.0,427.70,228.87,199.53,,,836.58,605.89,0.0
B,orig,2f_top100,async_bulk,5,128,405.68,440.26,403.95,15.81,100.0,421.55,229.93,126.16,66.73,95.00,841.19,544.17,0.0
B,orig,2f_top100,async_win,10,128,410.71,420.35,401.44,6.31,100.0,423.98,229.00,128.48,66.62,95.00,836.15,541.08,0.0
B,orig,2f_top100,pread,5,128,407.99,415.13,398.07,6.76,100.0,8941.98,228.93,8713.05,,,9350.52,9116.52,0.0
B,orig,2f_top14,async,10,128,411.53,417.18,399.52,5.94,100.0,311.71,229.09,82.06,,,722.51,494.00,0.0
B,orig,2f_top14,async_bulk,5,128,409.18,416.90,402.02,5.43,100.0,314.57,230.12,21.32,62.29,13.00,724.80,430.50,0.0
B,orig,2f_top14,async_win,10,128,409.64,417.13,400.95,5.04,100.0,312.48,228.94,20.59,62.32,13.00,720.75,430.15,0.0
B,orig,2f_top14,pread,5,128,409.32,414.57,404.94,3.58,100.0,1500.74,229.56,1276.11,,,1910.02,1684.66,0.0
B,orig,2f_top28,async,10,128,409.87,415.41,401.15,4.48,100.0,329.13,229.77,98.99,,,738.68,509.00,0.0
B,orig,2f_top28,async_bulk,5,128,409.00,414.35,404.08,3.62,100.0,330.59,229.26,39.21,62.73,27.00,738.99,447.40,0.0
B,orig,2f_top28,async_win,10,128,417.18,441.14,404.59,12.26,100.0,331.12,229.66,38.22,62.95,27.00,748.57,456.49,0.0
B,orig,2f_top28,pread,5,128,403.98,410.88,403.26,3.36,100.0,2638.18,228.29,2411.27,,,3042.16,2815.25,0.0
B,orig,2f_top500,async,10,128,455.19,457.46,405.11,15.22,100.0,1067.79,228.48,839.72,,,1524.93,1295.42,0.0
B,orig,2f_top500,async_bulk,5,128,455.87,456.58,451.64,1.89,100.0,999.52,230.31,679.34,91.66,449.00,1455.39,1135.21,0.0
B,orig,2f_top500,async_win,10,128,454.99,458.91,397.43,21.45,100.0,1000.24,229.50,679.44,90.80,449.00,1455.94,1133.76,0.0
B,orig,2f_top500,pread,5,128,451.61,455.16,402.43,23.76,100.0,18881.79,229.71,18651.84,,,19334.73,19104.78,0.0
B,orig,baseline,baseline,10,128,742.70,746.50,732.21,5.09,0.0,0.00,0.00,0.00,,,742.70,742.70,0.0
B,orig,layers_5,async,10,128,410.76,419.59,403.47,5.69,100.0,298.47,228.92,69.28,,,709.61,480.90,0.0
B,orig,layers_5,async_bulk,5,128,407.88,417.24,395.88,7.77,100.0,300.71,231.44,7.28,61.09,2.00,712.64,415.42,0.0
B,orig,layers_5,async_win,10,128,413.67,537.94,398.33,59.78,100.0,299.09,229.88,7.64,60.89,2.00,715.30,421.62,0.0
B,orig,layers_5,pread,5,128,408.27,441.88,404.76,17.19,100.0,672.08,228.46,443.62,,,1078.11,849.83,0.0
B,orig,layers_92,async,10,128,411.04,416.35,397.37,5.64,100.0,423.38,228.87,193.50,,,834.94,604.97,0.0
B,orig,layers_92,async_bulk,5,128,406.24,416.91,403.99,5.36,100.0,409.80,228.75,112.80,65.63,87.00,815.32,519.55,0.0
B,orig,layers_92,async_win,10,128,412.39,419.23,399.56,6.28,100.0,406.17,228.23,114.80,65.41,87.00,823.12,529.03,0.0
B,orig,layers_92,pread,5,128,408.01,418.16,401.44,6.02,100.0,8260.19,229.19,8032.92,,,8668.20,8440.93,0.0
B,orig,leaf_freq_K10,async,10,128,721.94,730.74,711.01,6.47,100.0,307.69,232.04,75.83,,,1029.94,797.57,0.0
B,orig,leaf_freq_K10,async_bulk,5,128,719.94,722.74,711.51,4.08,100.0,309.01,231.30,15.40,61.87,10.00,1027.07,735.19,0.0
B,orig,leaf_freq_K10,async_win,10,128,721.65,731.26,710.38,6.52,100.0,307.43,230.72,15.06,61.16,10.00,1028.56,736.45,0.0
B,orig,leaf_freq_K10,pread,5,128,713.36,724.58,707.47,6.47,100.0,1122.41,232.24,889.01,,,1829.88,1596.48,0.0
B,orig,leaf_rand_K10,async,10,128,715.39,726.71,706.16,6.29,100.0,308.45,231.55,76.64,,,1023.73,791.26,0.0
B,orig,leaf_rand_K10,async_bulk,5,128,718.03,727.56,713.29,5.82,100.0,311.19,233.53,15.50,62.59,10.00,1030.49,733.53,0.0
B,orig,leaf_rand_K10,async_win,10,128,722.48,822.23,709.88,52.10,100.0,310.08,232.06,15.54,62.06,10.00,1036.31,740.07,0.0
B,orig,leaf_rand_K10,pread,5,128,722.80,731.25,714.87,5.90,100.0,1159.32,232.81,926.83,,,1882.71,1649.90,0.0
B,orig,learned_markov_14,async,10,128,411.12,418.97,400.37,6.47,100.0,312.25,231.56,80.84,,,723.42,493.01,0.0
B,orig,learned_markov_14,async_bulk,5,128,409.50,417.33,402.61,5.43,100.0,313.56,231.69,19.49,62.25,13.00,724.11,430.40,0.0
B,orig,learned_markov_14,async_win,10,128,412.15,416.53,397.81,6.44,100.0,312.44,231.01,20.04,62.19,13.00,723.61,431.41,0.0
B,orig,learned_markov_14,pread,5,128,417.61,418.50,397.19,8.17,100.0,1452.55,232.95,1219.19,,,1870.16,1636.80,0.0
B,orig,learned_markov_28,async,10,128,412.03,417.33,397.87,6.02,100.0,332.57,231.71,101.00,,,741.97,510.69,0.0
B,orig,learned_markov_28,async_bulk,5,128,407.29,414.62,403.27,4.73,100.0,333.44,232.27,37.13,63.44,27.00,740.47,442.71,0.0
B,orig,learned_markov_28,async_win,10,128,409.42,413.72,398.00,5.50,100.0,331.62,232.20,36.82,63.38,27.00,740.30,445.37,0.0
B,orig,learned_markov_28,pread,5,128,414.17,419.89,399.05,7.54,100.0,2614.95,236.47,2380.37,,,3033.52,2797.05,0.0
C,orig,2d,async,10,128,656.35,674.36,653.40,8.69,100.0,299.80,230.60,69.25,,,956.58,725.31,0.0
C,orig,2d,async_bulk,5,128,652.76,680.79,650.87,14.05,100.0,300.50,230.88,7.46,61.72,2.00,952.57,659.83,0.0
C,orig,2d,async_win,10,128,656.96,661.57,589.71,20.47,100.0,299.61,231.14,7.22,61.35,2.00,956.99,663.70,0.0
C,orig,2d,pread,5,128,653.84,655.96,622.13,12.84,100.0,587.98,229.52,360.24,,,1239.89,1014.08,0.0
C,orig,2e_K10,async,10,128,176.58,181.16,169.98,3.21,100.0,309.03,229.84,79.35,,,484.64,256.09,0.0
C,orig,2e_K10,async_bulk,5,128,176.85,178.04,175.62,0.88,100.0,308.53,230.67,16.09,61.55,8.00,486.35,193.59,0.0
C,orig,2e_K10,async_win,10,128,178.17,183.00,172.16,3.33,100.0,307.26,229.31,16.43,61.95,8.00,485.22,194.48,0.0
C,orig,2e_K10,pread,5,128,177.85,180.22,175.49,1.77,100.0,1377.93,228.61,1147.04,,,1558.71,1327.82,0.0
C,orig,2e_K500,async,10,128,179.39,203.42,176.54,12.38,67.5,689.96,229.26,459.25,,,873.95,642.33,0.0
C,orig,2e_K500,async_bulk,5,128,179.30,182.04,177.55,1.71,42.3,537.19,229.57,223.67,82.09,90.00,716.49,402.97,0.0
C,orig,2e_K500,async_win,10,128,179.64,182.32,176.98,1.81,46.9,536.51,229.76,224.66,82.78,90.00,718.07,402.84,0.0
C,orig,2e_K500,pread,5,128,177.00,179.42,175.90,1.40,100.0,2400.55,229.34,2170.61,,,2577.55,2347.61,0.0
C,orig,2f_slru,async,10,128,93.74,97.95,90.41,2.62,100.0,999.62,229.13,772.46,,,1091.27,864.10,0.0
C,orig,2f_slru,async_bulk,5,128,462.22,469.44,404.60,28.95,13.3,355.91,228.66,38.68,89.59,2.00,815.60,500.14,0.0
C,orig,2f_slru,async_win,10,128,91.49,93.30,89.44,1.27,100.0,545.07,229.44,224.90,90.54,16.00,636.85,317.07,0.0
C,orig,2f_slru,pread,5,128,90.81,90.98,89.24,0.66,100.0,3020.37,229.59,2791.05,,,3111.29,2881.97,0.0
C,orig,2f_top100,async,10,128,178.36,179.37,176.51,0.99,100.0,409.39,229.43,180.51,,,587.38,358.50,0.0
C,orig,2f_top100,async_bulk,5,128,179.65,182.51,177.97,1.64,100.0,367.25,229.63,72.34,65.88,32.00,547.13,251.96,0.0
C,orig,2f_top100,async_win,10,128,178.83,182.83,174.89,2.33,100.0,367.93,229.75,71.23,65.94,32.00,546.50,250.74,0.0
C,orig,2f_top100,pread,5,128,177.46,179.10,175.15,1.37,100.0,1367.00,228.60,1138.40,,,1542.15,1313.55,0.0
C,orig,2f_top14,async,10,128,178.14,185.70,175.05,3.53,100.0,307.99,228.37,78.98,,,486.46,258.62,0.0
C,orig,2f_top14,async_bulk,5,128,178.31,180.73,176.10,1.75,100.0,308.23,228.50,16.81,61.91,9.00,485.63,195.70,0.0
C,orig,2f_top14,async_win,10,128,179.69,183.00,176.11,1.97,100.0,309.52,230.25,17.29,61.83,9.00,489.67,196.81,0.0
C,orig,2f_top14,pread,5,128,176.99,177.97,176.89,0.49,100.0,1301.01,228.82,1072.73,,,1478.00,1249.72,0.0
C,orig,2f_top28,async,10,128,176.10,179.03,172.72,1.88,100.0,325.84,228.99,96.97,,,500.97,272.84,0.0
C,orig,2f_top28,async_bulk,5,128,177.42,247.89,174.12,35.28,100.0,318.69,229.61,26.76,62.18,13.00,497.88,204.25,0.0
C,orig,2f_top28,async_win,10,128,177.16,183.11,173.48,3.16,100.0,319.86,229.19,27.41,62.49,13.00,497.04,204.35,0.0
C,orig,2f_top28,pread,5,128,177.03,180.35,173.33,2.50,100.0,1306.26,229.73,1075.80,,,1486.26,1256.24,0.0
C,orig,2f_top500,async,10,128,92.00,94.43,89.31,1.62,100.0,998.95,229.07,769.96,,,1090.19,860.99,0.0
C,orig,2f_top500,async_bulk,5,128,466.05,471.23,462.67,3.46,13.3,359.00,229.11,38.21,90.52,2.00,823.26,503.46,0.0
C,orig,2f_top500,async_win,10,128,91.58,93.50,88.42,1.54,100.0,546.60,229.02,226.43,90.12,16.00,636.85,317.50,0.0
C,orig,2f_top500,pread,5,128,91.61,93.61,90.95,1.15,100.0,2993.62,229.06,2764.59,,,3084.65,2855.62,0.0
C,orig,baseline,baseline,10,128,1069.81,1090.57,1002.30,33.35,0.0,0.00,0.00,0.00,,,1069.81,1069.81,0.0
C,orig,layers_5,async,10,128,1038.34,1043.78,977.13,19.25,100.0,302.00,232.06,70.07,,,1339.97,1108.43,0.0
C,orig,layers_5,async_bulk,5,128,1036.98,1040.66,913.97,49.67,100.0,301.62,231.92,7.40,61.57,2.00,1340.32,1044.14,0.0
C,orig,layers_5,async_win,10,128,1039.83,1043.59,978.93,19.59,100.0,300.14,231.44,7.54,61.84,2.00,1337.87,1047.24,0.0
C,orig,layers_5,pread,5,128,1039.28,1047.98,1036.46,4.42,100.0,677.57,230.88,446.68,,,1717.84,1485.96,0.0
C,orig,layers_92,async,10,128,658.72,664.22,654.31,3.05,100.0,428.73,231.29,196.95,,,1086.95,854.94,0.0
C,orig,layers_92,async_bulk,5,128,656.02,657.04,651.05,2.32,100.0,420.65,231.34,116.94,66.22,87.00,1071.70,773.99,0.0
C,orig,layers_92,async_win,10,128,656.74,661.10,531.55,41.02,100.0,412.86,230.41,114.31,66.23,87.00,1065.34,770.48,0.0
C,orig,layers_92,pread,5,128,660.63,661.75,629.51,12.41,100.0,8225.02,232.11,7992.92,,,8885.65,8653.55,0.0
C,orig,leaf_freq_K10,async,10,128,676.00,681.02,567.94,48.95,100.0,304.25,229.75,74.61,,,978.86,749.56,0.0
C,orig,leaf_freq_K10,async_bulk,5,128,570.90,572.68,508.98,24.76,100.0,302.27,229.17,12.28,61.20,6.00,869.91,583.18,0.0
C,orig,leaf_freq_K10,async_win,10,128,570.08,573.65,531.76,11.85,100.0,303.55,229.32,12.60,61.73,6.00,873.56,582.85,0.0
C,orig,leaf_freq_K10,pread,5,128,671.61,672.77,665.83,2.94,100.0,929.43,228.72,700.71,,,1602.31,1373.59,0.0
C,orig,leaf_rand_K10,async,10,128,1049.17,1058.20,924.44,41.72,100.0,303.80,227.97,76.06,,,1355.53,1127.02,0.0
C,orig,leaf_rand_K10,async_bulk,5,128,1050.84,1053.55,986.97,25.88,100.0,304.36,228.11,15.62,61.41,10.00,1355.20,1065.69,0.0
C,orig,leaf_rand_K10,async_win,10,128,1052.53,1056.34,924.66,42.72,100.0,306.00,228.81,15.60,61.34,10.00,1360.40,1069.55,0.0
C,orig,leaf_rand_K10,pread,5,128,1051.71,1054.25,922.71,51.73,100.0,1067.23,230.08,837.84,,,2118.32,1887.66,0.0
C,orig,learned_markov_14,async,10,128,178.27,253.37,175.30,39.78,100.0,309.60,229.59,79.34,,,486.89,257.66,0.0
C,orig,learned_markov_14,async_bulk,5,128,178.12,181.60,171.19,3.61,100.0,307.99,229.32,17.41,61.26,9.00,484.16,196.70,0.0
C,orig,learned_markov_14,async_win,10,128,178.31,185.78,176.40,3.28,100.0,307.78,229.78,16.70,61.70,9.00,488.28,195.79,0.0
C,orig,learned_markov_14,pread,5,128,176.71,180.25,174.31,2.20,100.0,1306.31,229.67,1074.29,,,1485.67,1253.20,0.0
C,orig,learned_markov_28,async,10,128,177.05,183.87,175.05,3.36,100.0,326.17,229.59,96.53,,,505.18,276.25,0.0
C,orig,learned_markov_28,async_bulk,5,128,176.88,178.76,174.68,1.47,100.0,319.04,230.90,26.09,62.29,13.00,496.35,203.45,0.0
C,orig,learned_markov_28,async_win,10,128,177.45,180.01,174.61,1.67,100.0,318.96,229.25,26.88,62.25,13.00,496.24,204.84,0.0
C,orig,learned_markov_28,pread,5,128,176.11,179.92,174.32,2.12,100.0,1310.79,229.03,1081.76,,,1486.90,1257.87,0.0
C_hit,orig,2d,async,10,128,573.83,608.36,490.66,34.86,100.0,298.67,229.28,69.28,,,871.19,643.12,0.0
C_hit,orig,2d,async_bulk,5,128,562.67,612.93,527.65,31.52,100.0,299.36,230.01,8.41,60.99,3.00,862.38,571.99,0.0
C_hit,orig,2d,async_win,10,128,576.34,648.18,526.75,40.05,100.0,298.47,228.98,8.20,61.45,3.00,874.67,584.69,0.0
C_hit,orig,2d,pread,5,128,552.79,564.71,526.55,16.77,100.0,663.76,229.92,433.87,,,1219.61,986.66,0.0
C_hit,orig,2e_K10,async,10,128,565.12,610.13,528.63,27.78,100.0,311.48,229.71,81.35,,,883.24,655.03,0.0
C_hit,orig,2e_K10,async_bulk,5,128,588.41,616.41,531.24,30.89,100.0,305.96,227.49,15.83,61.46,6.00,891.91,603.15,0.0
C_hit,orig,2e_K10,async_win,10,128,565.45,641.59,531.10,34.82,100.0,307.77,229.35,16.45,61.77,6.00,873.28,582.88,0.0
C_hit,orig,2e_K10,pread,5,128,593.78,726.76,494.03,95.54,100.0,1208.74,229.13,980.46,,,1791.28,1561.26,0.0
C_hit,orig,2e_K500,async,10,128,179.12,181.09,177.35,1.23,47.9,901.74,193.81,695.90,,,1079.44,874.91,0.0
C_hit,orig,2e_K500,async_bulk,5,128,179.19,183.45,177.28,2.47,100.0,638.75,194.66,346.47,92.08,139.00,823.20,525.66,0.0
C_hit,orig,2e_K500,async_win,10,128,178.47,182.15,175.91,1.97,38.4,633.55,193.56,348.05,91.44,139.00,811.11,525.85,0.0
C_hit,orig,2e_K500,pread,5,128,179.07,180.32,175.28,2.07,100.0,3359.97,192.65,3167.32,,,3539.22,3346.57,0.0
C_hit,orig,2f_slru,async,10,128,93.27,95.70,92.36,1.20,100.0,1614.82,194.25,1412.23,,,1708.66,1505.83,0.0
C_hit,orig,2f_slru,async_bulk,5,128,646.02,717.36,640.13,35.73,7.0,398.85,198.49,42.89,158.88,2.00,1077.24,688.91,0.0
C_hit,orig,2f_slru,async_win,10,128,92.92,97.84,91.43,2.39,100.0,763.60,194.35,407.12,159.07,29.00,857.72,499.95,0.0
C_hit,orig,2f_slru,pread,5,128,90.32,91.53,89.60,0.72,100.0,4720.25,193.63,4492.05,,,4810.57,4582.37,0.0
C_hit,orig,2f_top100,async,10,128,551.40,598.93,540.95,21.25,100.0,372.81,193.28,179.38,,,925.89,732.69,0.0
C_hit,orig,2f_top100,async_bulk,5,128,588.88,637.66,547.21,32.81,100.0,337.19,194.41,71.39,65.46,28.00,919.78,661.84,0.0
C_hit,orig,2f_top100,async_win,10,128,550.81,588.88,545.43,18.14,100.0,329.45,192.87,70.33,65.09,28.00,913.67,620.16,0.0
C_hit,orig,2f_top100,pread,5,128,175.88,178.28,174.83,1.33,100.0,1357.77,192.13,1162.95,,,1533.44,1341.47,0.0
C_hit,orig,2f_top14,async,10,128,551.40,596.42,504.08,29.31,100.0,272.14,193.74,78.98,,,824.60,630.99,0.0
C_hit,orig,2f_top14,async_bulk,5,128,573.73,644.38,560.61,35.58,100.0,276.14,199.81,14.60,61.18,6.00,849.87,587.49,0.0
C_hit,orig,2f_top14,async_win,10,128,561.88,681.11,500.96,64.59,100.0,269.56,194.02,15.29,60.86,6.00,830.07,577.68,0.0
C_hit,orig,2f_top14,pread,5,128,559.11,667.84,495.54,65.13,100.0,1077.15,192.94,871.60,,,1641.03,1423.00,0.0
C_hit,orig,2f_top28,async,10,128,564.14,609.19,553.93,19.66,100.0,292.43,196.28,95.12,,,860.07,660.34,0.0
C_hit,orig,2f_top28,async_bulk,5,128,508.98,585.71,502.27,37.00,100.0,279.32,193.84,23.89,61.56,8.00,818.65,532.87,0.0
